"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Skilled Nursing Care","Physical Therapy","Occupational Therapy","Speech Pathology","Medical Social","Home Health Aide","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends"
"367736","AMANDA CARE, INC","1200 WEST FIFTH AVENUE, SUITE 102","COLUMBUS","OH","43212","6148848880","Proprietary",5/28/1997 0:00:00,"Y","Y","Y","Y","N","Y",32,67,54,62,54,28,65,42,12,54
"067441","AMAZING CARE HOME HEALTH SERVICES, INC","2821 SOUTH PARKER ROAD, #615","AURORA","CO","80014","3037553170","Proprietary",11/4/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,31,34,65
"679452","AMAZING GRACE HOME HEALTH AGENCY INC","386 WEST MAIN STREET SUITE 101","LEWISVILLE","TX","75057","9724365241","Proprietary",3/23/2004 0:00:00,"Y","Y","Y","Y","Y","Y",23,199,199,199,31,16,5,33,43,66
"673136","AMAZING GRACE NURSING SERVICES","9720 BEECHNUT STE 120","HOUSTON","TX","77036","7134847555","Proprietary",3/3/2005 0:00:00,"Y","Y","Y","N","Y","Y",201,201,201,201,201,201,201,201,201,201
"108089","AMBAR HOME HEALTH AGENCY, INC","633 NE 167 STREET #612","NORTH MIAMI BEACH","FL","33162","3056904243","Proprietary",8/30/2004 0:00:00,"Y","N","N","N","N","Y",27,29,44,31,30,33,25,9,19,92
"057428","AMBASSADOR HOME HEALTH, INC","8109 2ND STREET, SUITE 3","DOWNEY","CA","90241","5629233990","Proprietary",9/13/1993 0:00:00,"Y","Y","Y","Y","Y","Y",34,50,50,68,75,36,56,28,21,69
"397674","AMBASSADOR NRSG CARE OF SW PA","2547 WASHINGTON ROAD SUITE 720","PITTSBURGH","PA","15234","4123412200","Proprietary",6/20/1996 0:00:00,"Y","Y","Y","Y","Y","Y",39,58,57,68,61,35,52,27,28,72
"673142","AMBER HOME HEALTH CARE","9629 SANTA FE CIRCLE","IRVING","TX","75063","9729108898","Proprietary",3/8/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"237527","AMBER HOME HEALTH CARE, INC","20905 GREENFIELD ROAD, SUITE 501M","SOUTHFIELD","MI","48075","2487614697","Proprietary",2/7/2004 0:00:00,"Y","N","Y","Y","Y","Y",14,47,199,82,59,199,56,27,19,72
"327123","AMBERCARE HOME HEALTH","420 NORTH MAIN STREET","BELEN","NM","87002","5058610060","Proprietary",5/26/1994 0:00:00,"Y","Y","N","N","Y","Y",30,45,37,64,59,40,70,18,19,74
"368097","AMBERSTAR HOME HEALTH LLC","5665 NORTH HAMILTON ROAD, SUITE D","COLUMBUS","OH","43230","6144709653","Proprietary",4/17/2005 0:00:00,"Y","Y","Y","Y","N","N",201,201,201,201,201,201,201,201,201,201
"459393","AMED HOME HEALTH","4204 WOODCOCK SUITE 250","SAN ANTONIO","TX","78228","2107347333","Proprietary",8/25/1997 0:00:00,"Y","Y","Y","Y","Y","Y",32,36,48,61,54,35,57,30,11,65
"458114","AMED HOME HEALTH","7800 SHOAL CREEK  SUITE 145S","AUSTIN","TX","78757","5123235577","Proprietary",8/23/1994 0:00:00,"Y","Y","Y","Y","Y","Y",33,33,30,62,55,19,44,28,26,66
"677457","AMED HOME HEALTH","8900 E F LOWRY EXPRESSWAY SUITE 102","TEXAS CITY","TX","77591","4099351234","Proprietary",2/10/1992 0:00:00,"Y","Y","Y","Y","Y","Y",37,39,41,65,53,33,53,42,10,53
"678259","AMED HOME HEALTH","4008 VISTA SUITE 200 B","PASADENA","TX","77504","7139412115","Proprietary",6/18/1996 0:00:00,"Y","Y","Y","Y","Y","Y",25,30,35,49,39,17,49,37,23,58
"447260","AMEDISYS","508 WEST MAIN ST","LIVINGSTON","TN","38570","9318232050","Proprietary",1/17/1984 0:00:00,"Y","Y","Y","Y","Y","Y",50,40,32,55,70,47,55,38,30,59
"447156","AMEDISYS H H CHATTANOOGA","7205 LEE HIGHWAY SUITE A","CHATTANOOGA","TN","37421","4234901100","Proprietary",7/31/1981 0:00:00,"Y","Y","Y","Y","Y","Y",42,53,46,59,56,34,58,30,22,66
"017319","AMEDISYS HH OF MONTGOMERY","300 INTERSTATE PARK DRIVE, SUITE 324","MONTGOMERY","AL","36109","3342720313","Proprietary",2/1/1994 0:00:00,"Y","Y","Y","Y","Y","Y",44,51,57,60,66,48,68,31,9,66
"447206","AMEDISYS HOME CARE","230 CUMBERLAND BEND SUITE D","NASHVILLE","TN","37228","6153137400","Proprietary",3/14/1983 0:00:00,"Y","Y","Y","Y","Y","Y",59,55,52,74,78,51,66,37,17,58
"447107","AMEDISYS HOME HEALTH","ONE VANTAGE WAY SUITE B-300","NASHVILLE","TN","37228","6152228500","Proprietary",1/13/1976 0:00:00,"Y","Y","Y","Y","Y","Y",36,47,40,53,51,30,59,27,22,70
"447277","AMEDISYS HOME HEALTH","5959 PARK AVENUE, 4TH FLOOR","MEMPHIS","TN","38119","9017653115","Proprietary",3/9/1984 0:00:00,"Y","Y","N","N","Y","Y",53,46,54,62,72,50,59,33,32,64
"447296","AMEDISYS HOME HEALTH","726 SOUTH CHURCH STREET","MURFREESBORO","TN","37130","6158930214","Proprietary",6/29/1984 0:00:00,"Y","Y","Y","Y","Y","Y",49,49,43,59,52,29,68,31,9,66
"447422","AMEDISYS HOME HEALTH","2528 WESLEY STREET","JOHNSON CITY","TN","37601","4239522340","Proprietary",8/2/1984 0:00:00,"Y","Y","Y","Y","Y","Y",44,52,50,55,66,39,62,31,14,66
"107007","AMEDISYS HOME HEALTH","225 AVENUE B, NW SUITE 400","WINTER HAVEN","FL","33881","8632971871","Voluntary Non Profit - Private",7/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",46,49,56,69,67,52,68,35,25,61
"447238","AMEDISYS HOME HEALTH CARE","107 N PORTER STREET, SUITE 3","WINCHESTER","TN","37398","9319624663","Proprietary",10/5/1983 0:00:00,"Y","Y","Y","Y","Y","Y",46,48,42,59,62,38,58,37,27,61
"047010","AMEDISYS HOME HEALTH CARE OF ARKANSAS","2010 CHESTNUT DRIVE SUITE B","VAN BUREN","AR","72956","4794714471","Proprietary",6/10/1978 0:00:00,"Y","Y","Y","Y","N","Y",60,53,50,78,90,58,70,38,7,57
"457537","AMEDISYS HOME HEALTH FORMERLY ST LUKES EPISCOPAL H","9125 HILLCROFT STREET","HOUSTON","TX","77096","7137743495","Proprietary",10/26/1983 0:00:00,"Y","Y","Y","Y","Y","Y",44,45,66,72,71,51,58,37,29,60
"017051","AMEDISYS HOME HEALTH LAKESHORE OF BIRMINGHAM","2204 LAKESHORE DRIVE, SUITE 110","HOMEWOOD","AL","35209","2058680147","Proprietary",6/1/1984 0:00:00,"Y","Y","Y","Y","Y","Y",37,31,37,63,60,36,62,31,22,65
"197504","AMEDISYS HOME HEALTH OF ALEXAN","7057 HIGHWAY 1 NORTH","BOYCE","LA","71409","3184423100","Proprietary",1/7/1993 0:00:00,"Y","Y","Y","Y","Y","Y",60,63,62,61,84,63,50,39,29,58
"017305","AMEDISYS HOME HEALTH OF ANNISTON","1525 GREENBRIER ROAD","ANNISTON","AL","36207","2568359099","Proprietary",9/20/1979 0:00:00,"Y","Y","Y","Y","Y","Y",58,56,71,70,80,61,72,47,26,50
"017014","AMEDISYS HOME HEALTH OF BIRMINGHAM","3500 BLUE LAKE DRIVE, SUITE 280","BIRMINGHAM","AL","35243","2059677760","Proprietary",9/4/1975 0:00:00,"Y","Y","Y","Y","Y","Y",39,39,29,51,59,34,50,27,17,69
"107297","AMEDISYS HOME HEALTH OF BROWARD COUNTY","5310 NW 33RD AVE, STE 103","FORT LAUDERDALE","FL","33309","9544843757","Proprietary",5/15/1990 0:00:00,"Y","Y","Y","Y","Y","Y",35,41,53,46,57,41,54,28,14,66
"347030","AMEDISYS HOME HEALTH OF CHAPEL","120 PROVIDENCE RD STE 200","CHAPEL HILL","NC","27514","9194013000","Proprietary",9/25/1970 0:00:00,"Y","Y","Y","Y","Y","Y",37,45,48,73,60,36,69,38,29,58
"427005","AMEDISYS HOME HEALTH OF CHARLESTON","2675 LAKE PARK DRIVE","NORTH CHARLESTON","SC","29406","8435531263","Proprietary",1/20/1977 0:00:00,"Y","Y","Y","Y","Y","Y",46,55,64,65,70,47,67,32,23,64
"427116","AMEDISYS HOME HEALTH OF CLINTON","210 PHYSICIANS PARK DR, STE U","CLINTON","SC","29325","8648333212","Proprietary",2/12/2003 0:00:00,"Y","Y","Y","N","Y","N",31,28,199,58,58,50,199,41,25,57
"457534","AMEDISYS HOME HEALTH OF CORPUS CHRISTI","4122 WEBER ROAD SUITE B","CORPUS CHRISTI","TX","78411","3618844299","Proprietary",11/15/1983 0:00:00,"Y","Y","Y","Y","Y","Y",46,45,56,65,69,47,52,32,28,63
"117065","AMEDISYS HOME HEALTH OF COVING","9144 HIGHWAY 278 EAST","COVINGTON","GA","30014","7707871796","Proprietary",5/6/1981 0:00:00,"Y","Y","Y","Y","Y","Y",44,38,44,62,61,35,55,35,24,61
"458137","AMEDISYS HOME HEALTH OF DALLAS","10670 NORTH CENTRAL EXPRESSWAY SUITE 690","DALLAS","TX","75231","2147505616","Proprietary",8/26/1994 0:00:00,"Y","Y","Y","Y","Y","Y",37,52,46,59,66,36,67,29,25,68
"497566","AMEDISYS HOME HEALTH OF DUFFIELD","301C FUGATE STREET","DUFFIELD","VA","24244","2764311540","Proprietary",12/20/2000 0:00:00,"Y","Y","Y","Y","Y","Y",50,42,60,63,74,52,64,47,11,51
"017069","AMEDISYS HOME HEALTH OF FAIRHOPE","110 ELECIA LANE","FOLEY","AL","36535","2519711436","Proprietary",7/1/1986 0:00:00,"Y","Y","Y","Y","Y","Y",46,50,58,58,81,56,62,32,26,62
"457601","AMEDISYS HOME HEALTH OF FORT WORTH","2501 PARKVIEW DRIVE SUITE 100","FORT WORTH","TX","76102","8173351777","Proprietary",4/24/1984 0:00:00,"Y","Y","Y","Y","Y","Y",35,61,45,68,69,48,67,25,23,71
"377072","AMEDISYS HOME HEALTH OF GROVE","1637 S MAIN STREET","GROVE","OK","74344","9187879496","Proprietary",4/25/1984 0:00:00,"Y","Y","N","Y","Y","Y",73,79,69,88,91,76,62,44,5,48
"017039","AMEDISYS HOME HEALTH OF HUNTSVILLE","7047 OLD MADISON PIKE, SUITE 305","HUNTSVILLE","AL","35806","2569229919","Proprietary",8/5/1982 0:00:00,"Y","Y","Y","Y","Y","Y",43,53,38,59,59,35,59,30,19,64
"197263","AMEDISYS HOME HEALTH OF LAFAYE","101 LARUE FRANCE SUITE 101","LAFAYETTE","LA","70508","3372677989","Proprietary",2/7/1990 0:00:00,"Y","Y","Y","Y","Y","Y",51,47,31,80,77,54,50,47,20,49
"117093","AMEDISYS HOME HEALTH OF MACON","440 MARTIN LUTHER KING JR BOULEVARD, SUITE 300","MACON","GA","31201","4787380807","Proprietary",8/22/1989 0:00:00,"Y","Y","Y","Y","Y","Y",39,43,45,57,57,37,67,26,16,68
"217108","AMEDISYS HOME HEALTH OF MARYLAND","808 LANDMARK DRIVE,  SUITE 231","GLEN BURNIE","MD","21061","4105904926","Proprietary",6/28/1984 0:00:00,"Y","Y","Y","Y","Y","Y",39,52,49,62,59,43,66,20,22,78
"107353","AMEDISYS HOME HEALTH OF MIAMI-DADE","8181 NW 154TH STREET, STE 200","MIAMI LAKES","FL","33016","3059197842","Proprietary",9/6/1984 0:00:00,"Y","Y","Y","Y","Y","Y",56,62,39,74,79,55,55,31,5,70
"017070","AMEDISYS HOME HEALTH OF MOBILE","820 UNIVERSITY BOULEVARD, SUITE 3E","MOBILE","AL","36609","2513430985","Proprietary",7/1/1986 0:00:00,"Y","Y","Y","Y","Y","Y",39,35,41,45,59,34,53,33,27,61
"458398","AMEDISYS HOME HEALTH OF NORTH HOUSTON","17200 TOMBALL PARKWAY SUITE 250","HOUSTON","TX","77064","2818973595","Proprietary",5/16/1995 0:00:00,"Y","Y","Y","Y","Y","Y",43,42,65,76,78,51,59,37,27,60
"107232","AMEDISYS HOME HEALTH OF PALM BEACH","1903 S CONGRESS  AVENUE, SUITE 420","BOYNTON BEACH","FL","33426","5616375200","Proprietary",6/30/1990 0:00:00,"Y","Y","Y","Y","Y","Y",40,43,64,69,68,43,64,27,15,68
"017078","AMEDISYS HOME HEALTH OF REFORM","216 FIRST STREET SOUTH","REFORM","AL","35481","2053759255","Proprietary",6/12/1990 0:00:00,"Y","Y","N","Y","Y","Y",56,52,67,66,82,75,69,41,36,56
"017320","AMEDISYS HOME HEALTH OF SELMA","108 EXECUTIVE PARK LANE","SELMA","AL","36701","3348752550","Proprietary",10/31/1991 0:00:00,"Y","Y","Y","Y","Y","Y",61,61,64,75,79,59,67,29,17,70
"377191","AMEDISYS HOME HEALTH OF STILWELL","106 WEST MAPLE STREET","STILWELL","OK","74960","9186964666","Proprietary",3/11/1992 0:00:00,"Y","Y","Y","Y","Y","Y",47,49,33,54,71,45,56,38,10,57
"377180","AMEDISYS HOME HEALTH OF TULSA","5807 SOUTH GARNETT","TULSA","OK","74146","9182943902","Proprietary",2/6/1991 0:00:00,"Y","Y","Y","Y","Y","Y",48,47,42,56,68,47,57,37,9,56
"017300","AMEDISYS HOME HEALTH OF TUSCAL","1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320","TUSCALOOSA","AL","35406","2057520606","Proprietary",9/17/1976 0:00:00,"Y","Y","Y","Y","Y","Y",56,53,55,65,76,52,63,37,20,58
"117114","AMEDISYS HOME HEALTH OF VALDOSTA","2724 N OAK STREET","VALDOSTA","GA","31602","2292450646","Proprietary",2/6/1997 0:00:00,"Y","Y","Y","Y","Y","Y",52,60,54,63,75,54,57,34,22,61
"257103","AMEDISYS HOME HEALTH OF VICKSBURG","3527 MANOR DRIVE, SUITE A","VICKSBURG","MS","39180","6016193670","Proprietary",2/11/1977 0:00:00,"Y","Y","Y","Y","Y","Y",64,54,63,76,82,59,76,44,28,52
"347212","AMEDISYS HOME HEALTH OF WINSTON SALEM","4035 UNIVERSITY PARKWAY,  SUITE 101","WINSTON-SALEM","NC","27106","3368969029","Proprietary",10/6/1995 0:00:00,"Y","Y","Y","Y","Y","Y",43,47,66,67,59,36,59,24,19,75
"257087","AMEDISYS MISSISSIPPI, LLC","18 MELODY LANE","COLLINS","MS","39428","6017656711","Government - Local",5/31/1973 0:00:00,"Y","Y","Y","Y","Y","Y",52,56,35,35,58,40,51,32,30,64
"117064","AMEDISYS NORTHWEST HOME HEALTH","91 SAMMY MCGHEE BLVD, SUITE 104","JASPER","GA","30143","7066923491","Proprietary",7/29/1980 0:00:00,"Y","Y","Y","Y","Y","Y",41,54,43,59,62,38,68,35,17,60
"117045","AMEDISYS NORTHWEST LLC D/B/A AMEDISY HH OF GRIFFIN","244 ODELL ROAD, UNIT 1","GRIFFIN","GA","30224","7702294962","Proprietary",9/15/1978 0:00:00,"Y","Y","Y","Y","N","Y",48,50,59,68,64,49,73,41,36,54
"367559","AMEDISYS OF CINCINNATI","2315 CROWNE POINT DRIVE","CINCINNATI","OH","45241","5137720111","Proprietary",12/21/1993 0:00:00,"Y","Y","Y","Y","Y","Y",36,62,64,55,60,42,74,34,23,64
"367560","AMEDISYS OF DAYTON","10552 SUCCESS LANE","DAYTON","OH","45458","9372919500","Proprietary",12/21/1993 0:00:00,"Y","Y","Y","Y","Y","Y",34,54,67,62,58,42,73,41,32,54
"157539","AMEDISYS OF EVANSVILLE","2301 WEST MICHIGAN STREET","EVANSVILLE","IN","47712","8124212000","Proprietary",5/16/2002 0:00:00,"Y","Y","Y","Y","Y","Y",46,55,47,51,62,54,79,32,27,65
"157218","AMEDISYS OF INDIANAPOLIS","8435 GEORGETOWN RD, SUITE 1000","INDIANAPOLIS","IN","46268","3178768201","Proprietary",6/5/1991 0:00:00,"Y","Y","Y","Y","Y","Y",31,67,68,67,59,38,71,28,23,69
"447558","AMEDISYS OF NASHVILLE EAST","2525 PERIMETER PLACE DR SUITE 135","NASHVILLE","TN","37214","6158830095","Proprietary",8/2/2000 0:00:00,"Y","Y","Y","Y","Y","Y",45,53,64,70,62,51,70,32,25,64
"197525","AMEDISYS SPECIALIZED MED SERVI","4327 STERLINGTON RD., STE 1","MONROE","LA","71203","3183240681","Proprietary",2/26/1993 0:00:00,"Y","Y","Y","Y","Y","Y",42,56,37,66,76,56,50,44,24,52
"108192","AMER CU HOME CARE INC","3271 NORTH WEST 7TH STREET, SUITE 210","MIAMI","FL","33125","3056339878","Proprietary",7/27/2005 0:00:00,"Y","Y","Y","N","Y","Y",201,201,201,201,201,201,201,201,201,201
"197143","AMERACARE HOME HEALTH","355 W ESPLANADE AVENUE","KENNER","LA","70065","5044661220","Proprietary",6/12/1984 0:00:00,"Y","Y","Y","Y","Y","Y",32,49,37,35,74,50,34,36,5,59
"679316","AMERI BLUE HEALTH CARE SERVICES LLC","10333 HARWIN DR STE 250","HOUSTON","TX","77036","7132719027","Proprietary",7/31/2003 0:00:00,"Y","Y","Y","Y","Y","Y",36,38,30,45,58,26,34,49,5,43
"679148","AMERI CARE HEALTH CARE SERVICES","1105 N GENERAL BRUCE DRIVE","TEMPLE","TX","76504","2548998883","Proprietary",7/15/2002 0:00:00,"Y","Y","Y","N","N","Y",25,25,55,54,55,44,27,35,29,60
"108093","AMERI-CARE PROFESSIONAL SERVICE INC","6175 NW 153RD ST STE 308 312","MIAMI LAKES","FL","33014","3058268800","Proprietary",9/1/2004 0:00:00,"Y","Y","N","N","N","Y",25,37,199,31,40,42,33,25,23,71
"057742","AMERICADE HOME HEALTH AGENCY","111 W BEVERLY BLVD, SUITE 224","MONTEBELLO","CA","90640","6269271108","Proprietary",4/25/1986 0:00:00,"Y","Y","Y","Y","Y","Y",17,29,199,58,45,31,80,44,42,49
"237491","AMERICAN COMMUNITY HOME CARE SERVICES, INC","28091 DEQUINDRE ROAD","MADISON HEIGHTS","MI","48071","2485442908","Proprietary",8/28/2003 0:00:00,"Y","Y","Y","Y","Y","Y",30,45,199,63,52,31,57,33,10,64
"108036","AMERICAN ELDERCARE INC","1080 WOODCOCK ROAD, SUITE 108","ORLANDO","FL","32803","4078989889","Proprietary",3/18/2004 0:00:00,"Y","Y","Y","Y","Y","Y",21,37,34,53,41,23,48,39,40,57
"108090","AMERICAN ELDERCARE, INC","644 CESERY BLVD, STE 106","JACKSONVILLE","FL","32211","9047245600","Proprietary",9/7/2004 0:00:00,"Y","Y","Y","Y","Y","Y",33,32,29,71,54,23,47,29,19,70
"108108","AMERICAN ELDERCARE, INC","4400 140TH AVENUE, STE 150 & 160","CLEARWATER","FL","33762","7275246600","Proprietary",10/19/2004 0:00:00,"Y","Y","Y","Y","N","Y",38,51,33,72,55,38,49,38,33,57
"108116","AMERICAN ELDERCARE, INC","4601 WEST KENNEDY BLVD SUITE 218","TAMPA","FL","33609","8132868822","Proprietary",11/23/2004 0:00:00,"Y","Y","Y","Y","Y","Y",36,34,47,66,56,21,69,39,33,59
"108128","AMERICAN ELDERCARE, INC","8260 NW 27TH STREET, STE 410","DORAL BRANCH","FL","33122","3054189550","Proprietary",1/11/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,50,63,47
"108130","AMERICAN ELDERCARE, INC","2328 10TH AVE N STE 300","LAKE WORTH","FL","33461","8772273647","Proprietary",1/5/2005 0:00:00,"Y","Y","Y","Y","Y","Y",35,38,19,88,59,30,39,23,6,70
"108206","AMERICAN ELDERCARE, INC","4509 NW 31 AVENUE","FORT LAUDERDALE","FL","33309","8889706663","Proprietary",8/17/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"058064","AMERICAN EMPIRE HOME HEALTH","930 N GRAND AVENUE SUITE A","COVINA","CA","91724","6267326542","Proprietary",1/8/2001 0:00:00,"Y","Y","Y","Y","Y","Y",44,88,85,78,95,70,78,14,5,84
"058264","AMERICAN HEALTH ASSOCIATES INC","930 OAK STREET","BAKERSFIELD","CA","93304","6618611478","Proprietary",8/2/2004 0:00:00,"Y","Y","Y","N","Y","Y",37,45,34,52,54,30,53,15,11,82
"497536","AMERICAN HEALTH CARE PROF","120 BEULAH ROAD N.E. SUITE 201","VIENNA","VA","22180","7033193801","Proprietary",2/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",38,48,57,48,63,38,40,28,25,67
"107425","AMERICAN HEALTH SVCS OF BROWARD, INC","6100 HOLLYWOOD BLVD #409","HOLLYWOOD","FL","33024","9543706363","Proprietary",1/27/1992 0:00:00,"Y","Y","Y","Y","Y","Y",35,42,32,46,64,29,36,39,18,53
"679050","AMERICAN HOME CARE","211 WEST MOORE AVENUE","TERRELL","TX","75160","9725245800","Proprietary",7/11/2001 0:00:00,"Y","Y","Y","Y","Y","Y",40,46,38,47,63,45,51,43,9,54
"147655","AMERICAN HOME CARE EXPRESS INC","6421 NORTH HAMLIN AVENUE","LINCOLNWOOD","IL","60712","8477639420","Proprietary",12/19/1996 0:00:00,"Y","Y","Y","Y","Y","Y",34,39,32,68,63,47,62,32,9,65
"107737","AMERICAN HOME CARE, INC","150 WEST MCKENZIE STREET","PUNTA GORDA","FL","33950","9415054663","Proprietary",10/29/2002 0:00:00,"Y","Y","Y","Y","Y","Y",40,54,72,72,64,38,68,22,22,74
"677210","AMERICAN HOME HEALTH AND HOSPICE","315 SOUTH OAK","PECOS","TX","79772","4324453330","Proprietary",5/31/1989 0:00:00,"Y","Y","N","N","N","Y",43,46,50,70,72,50,54,25,22,65
"397709","AMERICAN HOME NURSING INC","652 NORTH MAIN STREET","TAYLOR","PA","18517","5709692901","Proprietary",6/12/1997 0:00:00,"Y","Y","Y","Y","Y","Y",42,45,66,56,60,47,43,18,16,79
"058089","AMERICAN HOMECARE HEALTH SRVS","745 N WHITNALL HWY","BURBANK","CA","91505","8185661020","Proprietary",11/26/2001 0:00:00,"Y","Y","Y","Y","Y","Y",46,70,44,73,69,43,63,28,22,69
"497564","AMERICAN HOMECARE INC","5012 MONUMENT AVE SUITE 301","RICHMOND","VA","23230","8043771188","Proprietary",7/13/2000 0:00:00,"Y","Y","Y","Y","Y","Y",42,56,68,73,65,47,62,32,22,66
"267584","AMERICAN HOMECARE MANAGEMENT INC","201 WEST BROADWAY BLDG 2 SUITE C","COLUMBIA","MO","65203","5738749099","Proprietary",5/6/2004 0:00:00,"Y","N","N","N","N","Y",34,199,199,48,199,199,199,29,12,68
"497591","AMERICAN HOMECARE STAFFING LLC","114 WEST 20TH STREET","NORFOLK","VA","23517","7576223000","Proprietary",5/19/2004 0:00:00,"Y","Y","Y","Y","Y","Y",25,30,66,54,61,38,46,39,15,55
"147757","AMERICAN HOMECARE, LLC","610 PETERSON ROAD (ROUTE 137)","LIBERTYVILLE","IL","60048","8479324033","Proprietary",2/2/2004 0:00:00,"Y","Y","Y","Y","Y","Y",49,44,35,74,67,56,50,29,22,68
"107151","AMERICAN HOMEPATIENT","1307 NORTH MONROE STREET","TALLAHASSEE","FL","32303","8506810080","Proprietary",5/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",35,43,50,52,58,34,60,27,19,67
"677522","AMERICAN MEDICAL HOME HEALTH SERVICES","4806 EVERHART","CORPUS CHRISTI","TX","78411","3618879760","Proprietary",9/10/1992 0:00:00,"Y","Y","Y","Y","Y","Y",20,17,199,53,48,199,199,39,5,55
"679063","AMERICAN MEDICAL HOME HEALTH SERVICES MATHIS","322 EAST SAN PATRICIO AVENUE","MATHIS","TX","78368","3615475655","Proprietary",8/14/2001 0:00:00,"Y","Y","Y","Y","Y","Y",21,38,199,55,48,23,55,40,5,55
"108112","AMERICAN NURSES, LLC","9371 US HWY 19 N STE A","PINELLAS PARK","FL","33782","7275461100","Proprietary",11/5/2004 0:00:00,"Y","Y","Y","Y","Y","Y",27,33,59,46,49,199,54,32,31,62
"367254","AMERICAN NURSING CARE","5777 FAR HILLS AVENUE","KETTERING","OH","45429","9374383844","Proprietary",10/23/1984 0:00:00,"Y","Y","Y","Y","Y","Y",36,50,35,87,50,13,50,25,10,71
"367562","AMERICAN NURSING CARE","1125 ELLEN KAY DRIVE, SUITE A","MARION","OH","43302","7403824171","Proprietary",3/2/1994 0:00:00,"Y","Y","Y","Y","Y","Y",61,62,34,68,76,46,62,34,28,65
"367630","AMERICAN NURSING CARE","311 WEST MARKET STREET, SUITE 208","LIMA","OH","45801","4192280888","Proprietary",3/10/1995 0:00:00,"Y","Y","Y","N","N","Y",29,43,199,68,35,199,199,37,13,62
"367573","AMERICAN NURSING CARE - ZANESVILLE","1206 A BRANDYWINE BLVD","ZANESVILLE","OH","43701","7404520569","Proprietary",3/8/1994 0:00:00,"Y","Y","Y","Y","Y","Y",31,52,39,55,48,34,44,24,27,76
"367257","AMERICAN NURSING CARE COLUMBUS","400 WEST WILSON BRIDGE ROAD, SUITE 120","WORTHINGTON","OH","43085","6148470555","Proprietary",11/18/1983 0:00:00,"Y","Y","Y","Y","Y","Y",31,64,46,69,58,28,60,33,27,60
"187075","AMERICAN NURSING CARE FL","7900 TANNERS GATE","FLORENCE","KY","41042","8592831500","Proprietary",1/23/1980 0:00:00,"Y","Y","Y","Y","Y","Y",35,75,30,63,44,29,64,22,20,74
"157118","AMERICAN NURSING CARE IN","6515 E 82ND ST, SUITE 112","INDIANAPOLIS","IN","46250","3175966400","Proprietary",3/6/1984 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,41,199,199,40,30,49
"367167","AMERICAN NURSING CARE INC","4750 WESLEY AVENUE, SUITE Q","CINCINNATI","OH","45212","5137314600","Proprietary",11/4/1981 0:00:00,"Y","Y","Y","Y","Y","Y",37,60,54,74,58,36,60,25,20,71
"367299","AMERICAN NURSING CARE INC","320 WEST WATER STREET","PIQUA","OH","45356","9377730023","Proprietary",8/22/1985 0:00:00,"Y","Y","Y","Y","Y","Y",27,54,36,56,49,22,45,36,18,59
"187113","AMERICAN NURSING CARE LE","851 CORPORATE DRIVE","LEXINGTON","KY","40503","8592241979","Proprietary",7/19/1985 0:00:00,"Y","Y","Y","Y","Y","Y",26,44,199,54,60,36,64,38,37,59
"157279","AMERICAN NURSING CARE SB","212 WEST EDISON ROAD","MISHAWAKA","IN","46545","5742574260","Proprietary",1/20/1994 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,42,28,58
"368072","AMERICAN NURSING CARE, INC","14062 US ROUTE #23 NORTH","WAVERLY","OH","45690","7409471920","Proprietary",10/22/2004 0:00:00,"Y","Y","N","N","N","Y",40,61,199,78,57,40,34,31,29,64
"197725","AMERICAN NURSING SHREVEPORT HO","820 JORDAN ST., STE 580","SHREVEPORT","LA","71101","3184252641","Proprietary",7/7/1995 0:00:00,"Y","Y","Y","Y","Y","Y",48,39,30,50,79,24,40,49,5,44
"197080","AMERICAN NURSING-NEW ORLEANS","109 WEST MINNESOTA PARK","HAMMOND","LA","70403","9855420299","Proprietary",10/14/1982 0:00:00,"Y","Y","Y","Y","Y","Y",34,38,199,43,50,34,40,38,5,56
"037232","AMERICAN PREMIER HOME HEALTH CARE, LLC","3001 W INDIAN SCHOOL RD, SUITE 120","PHOENIX","AZ","85017","6022870003","Proprietary",9/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",42,51,199,84,74,45,67,11,10,82
