ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
148135,3 ANGELS HOME HEALTH,"8700 N WAUKEGAN RD, STE 224",MORTON GROVE,IL,60053,8475811400,PROPRIETARY,2/6/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148136,"ACHIEVE HEALTH CARE SERVICES, INC","4001 W DEVON AVE, STE 336",CHICAGO,IL,60646,7737777774,PROPRIETARY,5/1/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148137,"ALPHONSA HOME HEALTH CARE, INC","627 N YORK RD, UNIT G",ELMHURST,IL,60126,6307584077,PROPRIETARY,3/10/2010,Y,Y,Y,Y,Y,Y,96,199,96,4,199,84,199,100,199,199,199,199,88,199,199,199,199,199,199,201,199,201,43
148138,"CITYWIDE HOME HEALTH SERVICES, INC","8150 W 111TH STREET, STE 11",PALOS HILLS,IL,60465,7089741400,PROPRIETARY,3/12/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148139,"ASPIRE HOME HEALTHCARE, LLC","1107 S MANNHEIM RD, STE 308",WESTCHESTER,IL,60154,3127888014,PROPRIETARY,5/3/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148140,"LIVING SPRING HOME HEALTH CARE, INC",18350 S KEDZIE AVE SUITE 204,HOMEWOOD,IL,60430,7089604767,PROPRIETARY,5/11/2010,Y,Y,Y,Y,N,Y,88,98,100,92,91,89,97,100,100,199,100,100,96,64,44,71,74,63,199,201,53,201,17
148141,"LIFELINE HOME CARE, LLC","1580 S MILWAUKEE AVE, STE 525",LIBERTYVILLE,IL,60048,8476803880,PROPRIETARY,4/22/2010,Y,Y,Y,Y,Y,Y,92,90,199,88,199,27,199,100,95,199,199,199,100,199,199,199,199,199,199,201,199,201,36
148142,"KELLY HOME HEALTHCARE, INC",3235 VOLLMER ROAD SUITE 107,FLOSSMOOR,IL,60422,7089839903,PROPRIETARY,5/19/2010,Y,Y,Y,Y,Y,Y,76,199,199,90,199,85,199,95,199,199,199,199,81,199,199,199,199,199,199,201,199,201,32
148143,"VITALITY HEALTHCARE, INC","4513 LINCOLN AVENUE, STE 112",LISLE,IL,60532,6304356501,PROPRIETARY,6/1/2010,Y,Y,Y,Y,Y,Y,94,199,100,100,87,88,199,97,199,199,199,199,97,48,37,60,199,199,199,201,59,201,33
148144,"PARAGON HOME HEALTH, INC",5356 N MILWAUKEE AVE,CHICAGO,IL,60630,7737746601,PROPRIETARY,6/8/2010,Y,Y,Y,Y,Y,Y,97,98,100,100,49,28,199,100,100,199,199,199,100,44,46,69,54,43,199,201,52,201,47
148145,"ICARE HOME HEALTH PROVIDERS, LLC","8707 SKOKIE BLVD, STE 306",SKOKIE,IL,60077,8477458424,PROPRIETARY,5/17/2010,Y,Y,Y,Y,Y,Y,85,199,199,100,199,50,199,100,199,199,199,199,100,199,199,199,199,199,199,201,199,201,24
148146,"OUTREACH HOMEHEALTH SERVICES, INC","1123 7TH AVE, STE 3",ROCK ISLAND,IL,61201,3097863541,PROPRIETARY,3/31/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148147,"CARING NURSES, INC",5122 W IRVING PARK RD,CHICAGO,IL,60641,7738530623,PROPRIETARY,5/24/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148148,"GERIACARE HOME HEALTHCARE, INC","450 E 22ND STREET, STE 172",LOMBARD,IL,60148,6306209305,PROPRIETARY,5/16/2010,Y,Y,Y,Y,Y,Y,72,199,199,88,61,56,199,96,199,199,199,199,96,199,199,199,199,199,199,201,199,201,41
148149,"MEDCARE HOME HEALTH, INC","2640 W TOUHY AVE, STE 104",CHICAGO,IL,60645,7734659970,PROPRIETARY,5/26/2010,Y,Y,Y,Y,Y,Y,79,100,100,100,84,77,199,99,100,199,199,199,99,48,54,63,90,73,199,201,42,201,28
148150,"CROWN HOME HEALTH SERVICES, INC","1701 S FIRST AVE, STE 404I",MAYWOOD,IL,60153,7083441850,PROPRIETARY,5/11/2010,Y,Y,Y,Y,Y,Y,97,199,77,94,96,97,199,100,199,199,199,199,100,199,199,199,199,199,199,201,199,201,44
148151,"GL HEALTHCARE, INC",5230 W 159TH ST STE A,OAK FOREST,IL,60452,7085359482,PROPRIETARY,2/11/2010,Y,Y,N,N,N,Y,86,199,100,100,23,21,199,100,199,199,199,199,96,199,199,199,199,199,199,201,199,201,54
148152,DOCTORS CHOICE HOME HEALTH AGENCY,"1130 S WABASH STREET, STE 105",CHICAGO,IL,60605,3124470035,PROPRIETARY,6/15/2010,Y,Y,Y,Y,Y,Y,96,199,199,100,81,68,199,100,199,199,199,199,92,199,199,199,199,199,199,201,199,201,44
148153,"SUPPORTIVE HOME HEALTH, LLC","1540 HECHT DR, STE H",BARTLETT,IL,60103,6308308000,PROPRIETARY,6/10/2010,Y,Y,Y,Y,N,N,92,69,98,93,81,82,88,96,93,199,100,89,90,56,53,61,70,88,199,201,53,201,29
148154,"VITACARE HEALTH SERVICES, INC","4736 S MAIN STREET, STE 8",LISLE,IL,60532,6303246592,PROPRIETARY,6/17/2010,Y,Y,Y,Y,Y,Y,95,199,100,100,199,64,199,95,199,199,199,199,95,199,199,199,199,199,199,201,199,201,26
148155,"REGAL HOME HEALTHCARE, INC","8950 GROSSPOINT ROAD, SUITE 100",SKOKIE,IL,60077,8479658146,PROPRIETARY,5/31/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148156,"PATIENT PLUS HOMEHEALTH CARE, INC","950 MILWAUKEE AVENUE, STE 330",GLENVIEW,IL,60025,8473919640,PROPRIETARY,7/15/2010,Y,Y,Y,Y,Y,Y,92,100,100,100,78,78,199,100,100,199,199,199,100,46,74,81,91,91,199,201,71,201,29
148157,"TOTAL HEALTH HOME CARE SERVICES, INC","19150 S KEDZIE AVE, SUITE 202",FLOSSMOOR,IL,60422,7087996022,PROPRIETARY,6/11/2010,Y,Y,Y,Y,N,Y,94,199,199,97,93,100,199,100,199,199,199,199,97,32,7,37,24,39,199,201,199,201,15
148159,"DIVINE HOME HEALTH CARE, INC",6802 S TALMAN AVE,CHICAGO,IL,60629,7739124147,PROPRIETARY,6/4/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148160,"KINGSWAY HOME HEALTH SERVICES, INC",7115 N RIDGE BLVD,CHICAGO,IL,60645,7737618342,PROPRIETARY,6/9/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148162,"COMPREHENSIVE HOME HEALTH, INC","6666 NORTH WESTERN AVE, SUITE 5",CHICAGO,IL,60645,7734657900,PROPRIETARY,6/10/2010,Y,Y,Y,Y,Y,Y,100,199,100,100,64,62,199,100,199,199,199,199,100,199,199,199,199,199,199,201,199,201,41
148163,"AGILE HOME HEALTH CARE, INC","5875 N LINCOLN AVE, STE 140",CHICAGO,IL,60659,7735067450,PROPRIETARY,6/15/2010,Y,Y,Y,Y,Y,Y,41,199,90,95,32,8,199,100,199,199,199,199,76,84,81,99,89,82,199,201,81,201,12
148164,"HEALTH FIRST HOME CARE, INC","500 E HIGGINS RD, UNIT 106",ELK GROVE VILLAGE,IL,60007,8475503117,PROPRIETARY,6/9/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148165,"ILLINOIS PROFESSIONAL HOME HEALTH, INC","5550 W TOUHY AVE, STE 301",SKOKIE,IL,60077,8479339855,PROPRIETARY,4/29/2010,Y,Y,Y,Y,Y,Y,95,85,100,99,57,26,96,100,94,199,90,86,81,55,33,71,75,57,199,201,60,201,35
148166,"HOME LIFE HEALTHCARE, CORP","890 E HIGGINS ROAD, STE 157",SCHAUMBURG,IL,60173,8474131611,PROPRIETARY,5/26/2010,Y,Y,Y,Y,Y,Y,91,97,88,95,50,35,199,100,100,199,199,199,97,36,38,42,70,52,199,201,36,201,28
148167,"HOMELINK HEALTH SERVICES, INC","3500 W DEVON AVENUE, STE 103",LINCOLNWOOD,IL,60712,8475680123,PROPRIETARY,1/31/2010,Y,Y,Y,N,Y,Y,100,199,100,93,37,50,199,100,199,199,199,95,100,57,78,83,81,77,199,201,76,201,21
148168,"MIDWESTERN HEALTHCARE, LTD","122 WEST ST CHARLES ROAD, STE 4-B",VILLA PARK,IL,60181,6306170012,PROPRIETARY,7/13/2010,Y,Y,Y,Y,Y,Y,96,92,100,99,34,9,199,100,100,199,97,100,98,67,71,51,26,12,199,201,54,201,36
148169,"QUALITY ASSURED HOME HEALTH, INC","3900 WEST 95TH STREET, SUITE 9",EVERGREEN PARK,IL,60805,7085293823,PROPRIETARY,6/17/2010,Y,Y,Y,Y,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148170,"MAGNIFICENT HOME HEALTHCARE, LLC",3345 W 95TH STREET,EVERGREEN PARK,IL,60805,7084990321,PROPRIETARY,6/10/2010,Y,Y,Y,Y,Y,Y,96,96,100,100,65,33,94,100,98,199,95,100,99,41,47,60,72,53,199,201,61,201,45
148171,"FIDELITY HEALTH CARE, INC","7021 W 153RD ST, STE 3",ORLAND PARK,IL,60462,7089741200,VOLUNTARY NON-PROFIT - PRIVATE,8/26/2010,Y,Y,Y,Y,Y,Y,91,96,98,91,83,76,199,97,93,199,199,199,91,50,80,68,51,43,199,201,57,201,29
148172,EVERGREEN HOME HEALTH CARE,6069 DEMPSTER STREET,MORTON GROVE,IL,60053,8475838998,PROPRIETARY,8/26/2010,Y,Y,Y,Y,Y,Y,90,91,97,98,49,54,100,98,100,199,199,199,92,39,58,53,70,58,199,201,35,201,30
148173,"STEADFAST HOME CARE HEALTH SERVICES, INC","9641 WEST 153RD ST, STE 47",ORLAND PARK,IL,60462,7083647972,PROPRIETARY,7/21/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148174,"ALPHA HOME HEALTH CARE, INC","930 N YORK ROAD, STE 8",HINSDALE,IL,60521,6303230906,PROPRIETARY,7/29/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148175,ADVANCE LIFECARE HOME HEALTH,"3550 HOBSON RD, STE 403",WOODRIDGE,IL,60517,6308525700,PROPRIETARY,6/17/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148176,"SPECTRUM NURSES, INC","481 W BOUGHTON ROAD,  #400",BOLINGBROOK,IL,60440,6307719069,PROPRIETARY,8/2/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148177,"SENIORS CHOICE HEALTHCARE, INC","7501 N MILWAUKEE RD, STE 104",NILES,IL,60714,8479838203,PROPRIETARY,7/21/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148178,"UNIVERSAL HOME HEALTHCARE, LLC",4433 W TOUHY AVE STE 101,LINCOLNWOOD,IL,60712,8479331313,PROPRIETARY,7/13/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148179,"ILLINOIS HEALTH CARE SERVICES, LLC",8430 GROSS POINT ROAD 1ST FLOOR ROOM B,SKOKIE,IL,60076,8479669962,PROPRIETARY,4/29/2010,Y,Y,Y,Y,Y,Y,79,199,97,98,13,11,199,98,199,199,199,199,79,26,26,32,38,29,199,201,12,201,10
148180,"CORNERSTONE HOME HEALTHCARE, LLC","2650 W MONTROSE AVE, STE 200",CHICAGO,IL,60618,7083934192,PROPRIETARY,5/20/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148181,"ALLIED PROFESSIONALS HEALTH CARE, LLC","2174 GLADSTONE COURT, SUITE B",GLENDALE HEIGHTS,IL,60139,6303511147,PROPRIETARY,8/29/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,33
148182,"SUPREME HOME HEALTHCARE, LLC","3525 W PETERSON AVE, UNIT 118",CHICAGO,IL,60659,7735649225,PROPRIETARY,9/2/2010,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148183,"CARE SPECIALISTS, INC","2237 S WENTWORTH AVE, STE 304-306",CHICAGO,IL,60616,3122252501,PROPRIETARY,8/20/2010,Y,Y,Y,Y,Y,Y,98,199,199,100,0,0,199,100,199,199,199,199,100,88,70,91,62,28,199,201,56,201,17
148184,"MCM LOVING HEALTHCARE, INC","7161 W GUNNISON ST, STE 106",HARWOOD HEIGHTS,IL,60706,7088671700,PROPRIETARY,7/15/2010,Y,Y,Y,Y,Y,Y,83,199,199,100,199,67,199,100,199,199,199,199,100,199,199,199,199,199,199,201,199,201,39
148185,QUALITY LIFE HEALTH CARE SERV LLC,"15525 SOUTH PARK AVENUE, STE 103A",SOUTH HOLLAND,IL,60473,7083314214,PROPRIETARY,8/18/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148186,OASIS MEDICAL SERVICES,"396 S KENNEDY DRIVE, SUITE C",BRADLEY,IL,60915,8159354663,PROPRIETARY,7/19/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148187,"WHITESTAR HOME HEALTH AGENCY, INC",1495 WEST KING STREET,DECATUR,IL,62522,2174620355,PROPRIETARY,9/27/2010,Y,Y,Y,Y,N,Y,79,83,100,100,80,74,199,100,90,199,95,93,100,74,57,65,64,46,199,201,44,201,23
148188,AMEDISYS HOME HEALTH OF ROCK ISLAND,"1830 2ND AVENUE, STE 100",ROCK ISLAND,IL,61201,3097865762,PROPRIETARY,9/9/2010,Y,Y,Y,Y,Y,Y,90,66,100,100,82,82,199,100,100,199,199,199,100,40,38,61,52,199,199,201,41,201,38
148189,"LINCOLN HOME HEALTH CARE, INC","5142 W MAIN ST, STE 100B",SKOKIE,IL,60077,8476742342,PROPRIETARY,9/16/2010,Y,Y,Y,Y,Y,Y,91,87,100,96,52,37,199,100,100,199,199,199,93,60,69,79,70,91,199,201,71,201,29
148190,"CRESCENT HOME HEALTH AGENCY, LLC","10 EMERALD TERRACE, SUITE C",SWANSEA,IL,62226,6182770939,PROPRIETARY,8/27/2010,Y,Y,Y,Y,Y,Y,84,72,100,97,92,89,95,98,97,199,97,91,92,73,81,81,81,84,199,201,52,201,27
148191,"HEART AT HOME HEALTH CARE OF THE MIDWEST, LLC","3365 RIDGE ROAD, STE 3",LANSING,IL,60438,7082518709,PROPRIETARY,9/21/2010,Y,Y,Y,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,58
148192,"ALTERNATIVE HOME HEALTH + CARE, INC",634 N CASS AVENUE,WESTMONT,IL,60559,6309710778,PROPRIETARY,8/10/2010,Y,Y,Y,Y,Y,Y,100,199,100,97,74,65,199,97,199,199,199,199,100,31,199,199,86,73,199,201,33,201,35
148193,"ALLIEDCARE HOME HEALTH OF ILLINOIS, LLC","380 E NORTHWEST HIGHWAY, STE 320F",DES PLAINES,IL,60016,8472969955,PROPRIETARY,10/8/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148194,"RELIABLE HOME CARE PROVIDER, INC","430 N MILWAUKEE AVE, STE 205",LINCOLNSHIRE,IL,60069,8478838555,PROPRIETARY,8/31/2010,Y,Y,Y,Y,Y,Y,82,100,100,100,43,37,199,100,100,199,100,96,94,30,26,45,52,38,199,201,15,201,24
148195,"PRESTIGE PLUS HOME CARE, INC","950 N MILWAUKEE AVENUE, STE 236",GLENVIEW,IL,60025,8476357047,PROPRIETARY,10/15/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148196,"GOOD SAMARITAN HOME HEALTH SERVICES, INC","220 EAST LAKE STREET, STE 103",ADDISON,IL,60101,6308330141,PROPRIETARY,8/12/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148197,"ESSENTIAL PREVENTIVE HEALTH CARE, LLC",4253 N MILWAUKEE AVE,CHICAGO,IL,60641,7735880907,PROPRIETARY,10/26/2010,Y,Y,Y,Y,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148198,"1ST CHOICE HOME HEALTH AGENCY, INC",7254 W BENTON DRIVE,FRANKFORT,IL,60423,8154649980,PROPRIETARY,10/4/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148199,"EDEN HOME HEALTHCARE, LLC","16 E SCHAUMBURG RD, STE 100",SCHAUMBURG,IL,60194,8476792700,PROPRIETARY,10/2/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148200,"CLIENT HOME HEALTHCARE, INC",9705 SOUTHWEST HIGHWAY,OAK LAWN,IL,60453,7085292000,PROPRIETARY,11/9/2010,Y,Y,Y,Y,Y,Y,95,199,199,95,199,43,199,100,199,199,199,199,90,199,199,199,199,199,199,201,199,201,29
148201,"AFTER CARE HOME HEALTH, INC","3027 ENGLISH ROWS AVE, STE 207",NAPERVILLE,IL,60540,6305279999,PROPRIETARY,11/29/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148202,"IDEAL CARE HOME HEALTH, INC","95 TRADE STREET, STE 106",AURORA,IL,60504,6308512400,PROPRIETARY,11/16/2010,Y,Y,Y,Y,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148203,"AL-SHAFA HEALTH CARE, INC","1957 E 71ST STREET, STE 204",CHICAGO,IL,60649,7733249600,PROPRIETARY,10/22/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148204,"SIMPLY HOME HEALTH, LLC",2908 N LINCOLN AVE,CHICAGO,IL,60657,8475629338,PROPRIETARY,12/31/2010,Y,Y,Y,Y,Y,N,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148205,"HOMELAND HOME HEALTH PROVIDER, INC",7501 N MILWAUKEE AVE SUITE 104,NILES,IL,60714,8474102851,PROPRIETARY,12/27/2010,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148206,"GOVVAS HEALTH CARE SERVICES, INC",670 N 1ST BANK DRIVE,PALATINE,IL,60067,8474964715,PROPRIETARY,11/17/2010,Y,Y,Y,Y,Y,Y,86,199,100,100,199,0,199,100,199,199,199,199,89,199,199,199,199,199,199,201,199,201,38
148207,WELLNESS SPECIALISTS CORPORATION,"330 E ROOSEVELT RD, STE 2B4",LOMBARD,IL,60148,6307806956,PROPRIETARY,1/22/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148208,"PEAK HOME HEALTH CARE, LLC",920 ESSINGTON ROAD,JOLIET,IL,60435,8157444770,PROPRIETARY,2/8/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148209,ALTERNACARE HOME HEALTH,2505 N EASTBROOK ROAD,CHICAGO,IL,60707,8478903003,PROPRIETARY,1/8/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148210,"GOOD LIFE HOME HEALTH CARE, INC","5875 N LINCOLN AVE, STE 232",CHICAGO,IL,60659,7735614526,PROPRIETARY,12/17/2010,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148211,"PURE HEARTS HOME HEALTH SERVICES, INC",3839 N KEDZIE AVE,CHICAGO,IL,60618,7735881470,PROPRIETARY,1/4/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148212,"CENTER OF ILLINOIS HOME HEALTHCARE, INC","855 E GOLF ROAD, STE 2134",ARLINGTON HEIGHTS,IL,60005,8474370774,PROPRIETARY,12/26/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148213,DAUGHTERS OF DIVINE LOVE HOME HEALTH CARE AGENCY,2653 N HARLEM AVENUE,CHICAGO,IL,60707,7733856670,VOLUNTARY NON-PROFIT - CHURCH,1/27/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148214,"AMERICHOICE HEALTH CARE, INC","950 SKOKIE BLVD, STE 308",NORTHBROOK,IL,60062,8477149787,PROPRIETARY,11/18/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148215,"AUSPEX HOME HEALTH CARE SERVICES, INC",6246 N PULASKI ROAD,CHICAGO,IL,60645,7732832648,PROPRIETARY,1/31/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148216,"CARING ANGELS HOME HEALTH SERVICES, INC","62 ORLAND SQUARE DRIVE, STE 001",ORLAND PARK,IL,60462,7084603235,PROPRIETARY,11/15/2010,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148217,"1ST FAMILY HOME HEALTHCARE, INC","666 RUSSELL COURT, STE 308",WOODSTOCK,IL,60098,8153374240,PROPRIETARY,2/2/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148218,ACTIVE HOME HEALTH CARE SERV,"4700 W 95TH STREET, STE 203",OAK LAWN,IL,60453,7084999460,VOLUNTARY NON-PROFIT - PRIVATE,2/8/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148219,"COMPLETE HOME HEALTH SERVICES, INC",16234 PRINCE DRIVE,SOUTH HOLLAND,IL,60473,7083331700,PROPRIETARY,2/8/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148220,"HANDS AND HEART HOME HEALTH, INC",153 1/2 N BROADWAY AVENUE,MELROSE PARK,IL,60160,7083450520,PROPRIETARY,1/6/2011,Y,Y,Y,Y,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148221,"APEX HOME HEALTH SERVICES, INC","6160 N CICERO AVE, STE 310",CHICAGO,IL,60646,7732021948,PROPRIETARY,12/29/2010,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148223,"UNITED CAREGIVERS, INC","7420 COUNTY LINE ROAD, STE 11-12",BURR RIDGE,IL,60527,6306553204,PROPRIETARY,12/29/2010,Y,Y,Y,Y,N,Y,100,77,100,100,14,10,199,100,100,199,199,199,98,55,64,59,199,95,199,201,199,201,38
148224,ABLING HANDS HOME HEALTH SERVICES,804 SHERIDAN ROAD,PEKIN,IL,61554,3099384468,PROPRIETARY,12/29/2010,Y,Y,Y,Y,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
148225,"BESTMED-CARE SERVICES, LTD",15008 S WOODLAWN AVENUE,DOLTON,IL,60419,7088412730,VOLUNTARY NON-PROFIT - PRIVATE,2/25/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148226,"GLOBAL HOME HEALTH I, LLC","1940 E 87TH ST, STE 6",CHICAGO,IL,60617,7733749700,PROPRIETARY,3/16/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148227,"BETTER CARE HOME HEALTH, INC","1699 WALL STREET, STE 104A",MOUNT PROSPECT,IL,60056,8477581773,PROPRIETARY,2/22/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148228,"PHYSICIANS PREFERRED HOME CARE, INC","2150 S CANALPORT, STE 2A2",CHICAGO,IL,60608,3127334480,PROPRIETARY,1/17/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148230,"NE HEALTHCARE AGENCY, INC","325 N MILWAUKEE AVE, UNIT G1",WHEELING,IL,60090,8474198082,PROPRIETARY,2/26/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
148231,"AWESOME HOME HEALTH CARE, INC","10540 S WESTERN AVE, STE 203",CHICAGO,IL,60643,7738403386,PROPRIETARY,2/16/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
