ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing,Physical,Occupational Therapy,Speech Therapy,Medical Social,Home Health Aide,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
57168,GENTIVA HEALTH SERVICES - CERTIFIED,"2281 LAVA RIDGE COURT, SUITE 120",ROSEVILLE,CA,95661,9169292229,Proprietary,3/6/78 0:00,Y,Y,Y,N,Y,Y,78,89,93,93,74,75,83,96,99,100,93,87,94,41,49,54,60,59,65,201,34,201,24
57187,PRESBYTERIAN INTERCOMMUNITY HOSPITAL HOME HEALTH,15050 IMPERIAL HWY,LA MIRADA,CA,90638,5629027763,Proprietary,9/1/76 0:00,Y,Y,Y,Y,Y,Y,92,82,99,28,66,58,82,99,97,100,78,86,95,52,61,72,73,72,85,201,55,201,22
57190,PATHWAYS HOME HEALTH AND HOSPICE,585 NORTH MARY AVENUE,SUNNYVALE,CA,94085,4087305100,Private,2/28/77 0:00,Y,Y,Y,Y,Y,Y,87,77,99,89,60,51,69,98,85,98,85,50,94,45,54,67,66,66,85,201,43,201,26
57198,INTERIM HEALTHCARE OF SACRAMENTO,2941-B FULTON AVE,SACRAMENTO,CA,95821,9164868181,Proprietary,12/5/77 0:00,Y,Y,Y,Y,Y,Y,95,64,99,89,76,78,93,87,97,199,98,97,99,51,67,70,54,70,85,201,37,201,27
57200,TAHOE FOREST HHS,10985 SPRING LANE,TRUCKEE,CA,96160,5305823244,Local,7/1/77 0:00,Y,Y,Y,Y,Y,Y,91,80,98,99,72,60,199,99,97,199,199,199,94,51,40,68,61,68,100,201,57,201,29
57203,GENTIVA HEALTH SERVICES,3220 S HIGUERA ST STE 101,SAN LUIS OBISPO,CA,93401,8055444402,Proprietary,3/6/78 0:00,Y,Y,Y,Y,Y,Y,87,73,77,75,59,54,62,94,89,91,83,86,95,44,53,65,53,57,69,201,39,201,23
57205,ST. ELIZABETH COMM HOSP HHA,1425 VISTA WY,RED BLUFF,CA,96080,5302454040,Religious Affiliations,1/16/78 0:00,Y,Y,N,Y,Y,Y,91,81,97,93,74,79,80,98,92,90,72,81,91,46,67,70,72,85,75,201,49,201,22
57212,ST JOSEPHS MED CTR HH,"509 W WEBER AVE, SUITE 200",STOCKTON,CA,95203,2094736700,Religious Affiliations,4/28/78 0:00,Y,Y,Y,Y,Y,Y,84,86,96,96,58,48,90,96,96,98,87,93,97,49,65,72,70,75,78,201,47,201,17
57214,BESTCARE HOME HEALTH AGENCY,"770 E SHAW, STE 112",FRESNO,CA,93710,5592480131,Private,6/1/78 0:00,Y,Y,N,Y,Y,Y,81,70,99,83,93,89,85,95,97,98,94,91,98,43,54,64,56,74,65,201,42,201,20
57219,NORTHBAY HEALTH AT HOME,5140 BUSINESS CENTER DRIVE  #130,FAIRFIELD,CA,94534,7076463575,Private,1/18/79 0:00,Y,Y,Y,Y,Y,Y,85,90,100,99,41,33,82,84,94,199,84,95,100,44,52,62,52,58,59,201,34,201,27
57226,BARTON MEMORIAL HOSPITAL HHA AND HOSPICE,2092 LAKE TAHOE BLVD BLDG A STE 1,SOUTH LAKE TAHOE,CA,96150,5305423171,Other,2/27/79 0:00,Y,Y,Y,Y,Y,Y,79,96,99,85,55,51,78,89,98,199,98,88,90,43,68,65,58,68,74,201,33,201,27
57230,RIDGECREST REGIONAL HOSPITAL HOME HEALTH AGENCY,1653 TRIANGLE DRIVE,RIDGECREST,CA,93555,7604460624,Other,5/9/79 0:00,Y,Y,Y,Y,Y,Y,98,82,71,93,51,44,68,90,85,199,59,73,99,46,63,68,59,60,76,201,31,201,22
57234,JOHN C FREMONT H C DIST HHA,"5108 HIGHWAY 140, STE 101",MARIPOSA,CA,95338,2099663800,Local,10/1/79 0:00,Y,Y,Y,Y,Y,Y,85,90,96,97,75,71,199,100,87,199,199,199,100,46,56,65,47,58,76,201,35,201,24
57246,OXFORD HEALTH CARE,280 ATLANTIC AVE,LONG BEACH,CA,90802,5624326441,Proprietary,8/1/79 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
57248,COMMUNITY HOME CARE,"1925 E DAKOTA, STE 208",FRESNO,CA,93726,5594591615,Private,7/18/80 0:00,Y,Y,Y,Y,Y,Y,83,83,91,96,32,26,83,97,93,95,82,90,98,45,60,69,69,60,85,201,39,201,27
57252,ANGELES HOME HEALTH CARE,3435 WILSHIRE BLVD SUITE 500,LOS ANGELES,CA,90010,2134875131,Proprietary,8/20/80 0:00,Y,Y,Y,Y,Y,Y,97,90,3,85,65,57,98,96,98,100,97,96,93,42,38,55,74,61,83,201,37,201,37
57255,KAWEAH DELTA HOME HEALTH,403 WEST MAIN STREET,VISALIA,CA,93291,5596246400,State/County,12/3/80 0:00,Y,Y,Y,Y,Y,Y,79,83,99,100,62,36,77,99,94,100,91,99,99,43,49,66,54,57,67,201,40,201,22
57256,ST JOSEPH HOME CARE,721 E STREET,EUREKA,CA,95501,7074439332,Religious Affiliations,12/12/80 0:00,Y,Y,Y,Y,Y,Y,84,96,99,96,79,70,87,99,98,93,98,99,95,45,54,69,51,52,58,201,42,201,10
57258,INTERIM HEALTHCARE,"1762 TECHNOLOGY DRIVE, SUITE 211",SAN JOSE,CA,95110,4082925680,Proprietary,4/7/80 0:00,Y,Y,Y,Y,Y,Y,85,76,99,89,83,74,92,97,95,199,96,93,100,43,52,61,60,45,74,201,31,201,29
57274,WOODLAND HEALTHCARE HOME HEALTH,1207 FAIRCHILD COURT,WOODLAND,CA,95695,5304062900,Religious Affiliations,10/20/81 0:00,Y,Y,Y,Y,Y,Y,97,81,98,95,86,78,95,99,99,100,95,97,95,50,48,67,58,65,89,201,47,201,18
57276,JOHN MUIR HOME HEALTH SERVICES,2298 PIKE COURT,CONCORD,CA,94520,9256742560,Private,9/4/81 0:00,Y,Y,Y,Y,Y,Y,75,81,96,100,69,61,54,99,78,97,67,65,99,44,55,66,63,67,73,201,45,201,24
57278,LODI MEMORIAL HOSPITAL HOME HEALTH AGENCY,800 S. LOWER SACRAMENTO RD.,LODI,CA,95242,2093343411,Private,10/16/81 0:00,Y,Y,Y,Y,Y,Y,78,90,99,76,63,72,74,96,86,199,80,78,96,42,61,67,67,65,66,201,37,201,25
57368,BESTCARE CENTRAL COAST HHA,277 SOUTH ST STE W,SAN LUIS OBISPO,CA,93401,8057828600,Private,1/30/97 0:00,Y,Y,Y,Y,Y,Y,77,64,99,97,80,75,95,96,98,98,99,96,99,45,49,69,51,62,76,201,43,201,22
57404,COUNTRY HOME CARE,9370 WEST STOCKTON BLVD #130,ELK GROVE,CA,95758,9166914100,Proprietary,7/22/93 0:00,Y,Y,Y,Y,Y,Y,89,91,99,97,34,34,92,97,94,199,98,93,99,52,53,74,61,62,54,201,35,201,20
57407,KAISER FOUNDATION HOSPITAL HOME HEALTH  SANTA ROSA,"3550 ROUND BARN BLVD, SUITE 112",SANTA ROSA,CA,95403,7075665488,Private,6/16/93 0:00,Y,Y,Y,Y,Y,Y,87,58,100,99,73,89,95,100,97,199,98,98,100,37,55,58,54,58,79,201,35,201,24
57412,ESKATON HOME HEALTHCARE,"9722 FAIR OAKS BLVD, SUITE A & E",FAIR OAKS,CA,95628,9165363750,Private,8/2/93 0:00,Y,Y,Y,Y,Y,Y,99,75,91,88,83,71,96,93,99,199,99,99,93,38,42,57,57,66,79,201,35,201,29
57415,IMPERIAL VALLEY HOME HEALTH,159 SOUTH 6TH STREET,BRAWLEY,CA,92227,7603449180,Proprietary,9/3/93 0:00,Y,Y,N,Y,Y,Y,75,91,99,99,74,52,96,96,99,100,93,94,95,60,63,80,85,84,92,201,55,201,17
57422,"LIVINGSTONE HOME HEALTH SERVICES, INC","6301 BEACH BLVD, SUITE 212",BUENA PARK,CA,90621,7149946329,Proprietary,10/6/93 0:00,Y,Y,Y,Y,Y,Y,88,77,97,84,96,89,89,93,97,199,98,94,85,39,54,66,73,59,91,201,51,201,22
57426,HOLISTIC APPROACH INC,"4505 PRECISSI LANE,  SUITE B",STOCKTON,CA,95207,2099567050,Proprietary,10/21/93 0:00,Y,Y,Y,Y,Y,Y,92,88,199,84,199,68,199,96,100,199,199,199,80,58,55,59,80,199,199,201,56,201,30
57427,SUTTER COAST HOME CARE,983 3 RD ST STE D,CRESCENT CITY,CA,95531,7074648511,Private,9/2/93 0:00,Y,Y,Y,Y,Y,Y,89,76,100,96,66,68,79,99,93,199,70,89,99,49,57,63,51,65,84,201,27,201,22
57428,ALPHA GENESIS HOME CARE,"8109 2ND STREET, SUITE 3",DOWNEY,CA,90241,5629233990,Proprietary,9/13/93 0:00,Y,Y,Y,Y,Y,Y,95,199,199,33,199,43,199,52,199,199,199,199,38,48,39,85,72,72,199,201,59,201,12
57432,COMMUNITY HH OF SAN BERNARDINO,1805 N MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,9098876391,Other,10/21/93 0:00,Y,Y,Y,Y,Y,Y,89,88,97,91,50,48,100,98,100,199,100,96,97,51,60,78,95,82,95,201,52,201,30
57433,"A C  HOME HEALTH AGENCY, INC.",3870 CRENSHAW BLVD 205,LOS ANGELES,CA,90008,3232945189,Proprietary,10/12/93 0:00,Y,Y,Y,Y,Y,Y,80,81,95,100,63,53,199,97,199,199,199,199,100,38,26,60,61,43,199,201,35,201,40
57445,ACCREDITED HOMEHEALTH SERVICES,5955 DESOTO AVENUE SUITE 160,WOODLAND HILLS,CA,91367,8189861234,Proprietary,10/29/93 0:00,Y,Y,Y,Y,Y,Y,86,96,99,98,79,77,96,99,99,100,98,98,99,54,61,74,84,70,76,201,59,201,23
57446,CARESOUTH HOMECARE PROFESSIONALS,"42225 10TH STREET WEST, SUITE 2 B",LANCASTER,CA,93534,6619457350,Proprietary,11/3/93 0:00,Y,Y,Y,Y,Y,Y,91,93,97,89,82,82,90,97,88,199,96,94,99,55,54,76,70,68,92,201,52,201,34
57447,RELIANCE HOME HEALTH SERVICES,16660 PARAMOUNT BLVD STE 304,PARAMOUNT,CA,90723,5626308783,Proprietary,12/1/93 0:00,Y,Y,Y,Y,Y,Y,83,94,98,55,52,59,91,99,98,199,97,92,92,79,78,86,94,90,94,201,65,201,21
57448,FREMONT-RIDEOUT HOME HEALTH,939 LIVE OAK BLVD,YUBA CITY,CA,95991,5306737100,Other,9/10/93 0:00,Y,Y,Y,Y,Y,Y,75,81,99,99,81,67,82,98,97,98,53,49,100,52,65,71,70,57,92,201,45,201,26
57449,PROFESSIONAL HEALTHCARE AT HOME,"2023 VALE ROAD, SUITE 210",SAN PABLO,CA,94806,5102351820,Proprietary,12/9/93 0:00,Y,Y,Y,Y,Y,Y,84,75,93,81,61,55,72,88,97,99,93,95,91,45,53,62,62,58,86,201,39,201,27
57456,PARAMOUNT HOME CARE,"6131 ORANGETHORPE AVENUE, #110",BUENA PARK,CA,90620,7149941250,Proprietary,1/10/94 0:00,Y,Y,Y,Y,Y,Y,88,97,100,80,199,79,199,100,199,199,97,96,100,40,50,40,81,31,199,201,31,201,23
57470,COSMOPOLITAN HEALTH SERVICES,3699 WILSHIRE BLVD STE  1280,LOS ANGELES,CA,90010,2133803990,Proprietary,3/23/94 0:00,Y,Y,Y,Y,Y,Y,95,85,100,95,76,55,199,98,100,199,96,96,96,35,41,56,47,39,74,201,29,201,25
57477,ADVENTIST HEALTH HOME CARE AND HOSPICE SERVICES,"460 KINGS COUNTY DRIVE, #101",HANFORD,CA,93230,5595853425,Religious Affiliations,4/8/94 0:00,Y,Y,Y,Y,Y,Y,82,60,97,51,21,16,79,94,86,96,87,84,99,42,53,63,57,63,68,201,43,201,15
57483,TOTAL CARE NURSING SERVICES,3450 WILSHIRE BLVD SUITE 1003,LOS ANGELES,CA,90010,2133801399,Proprietary,3/10/94 0:00,Y,Y,Y,Y,Y,Y,67,81,100,97,67,64,199,99,98,199,199,88,81,46,65,66,73,75,199,201,47,201,21
57487,PSA HEALTHCARE,"1401 EL CAMINO AVENUE, SUITE 520",SACRAMENTO,CA,95815,9169293286,Proprietary,4/20/94 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
57494,REDLANDS COMMUNITY HOSP H C,350 TERRACINA BLVD,REDLANDS,CA,92373,9093355647,Other,4/28/94 0:00,Y,Y,Y,Y,Y,Y,83,87,98,78,75,72,77,88,94,98,90,83,96,51,55,71,67,71,96,201,48,201,28
57495,ERA HOME HEALTH SERVICES CORPORATION,270 W BADILLO ST,COVINA,CA,91723,6263322581,Proprietary,5/3/94 0:00,Y,Y,Y,Y,Y,Y,86,97,99,100,86,87,100,100,98,199,100,94,99,51,58,78,74,75,91,201,45,201,27
57497,PRIME NRSG SRVS,3250 WILSHIRE BLVD STE  1612,LOS ANGELES,CA,90010,2133809991,Proprietary,5/13/94 0:00,Y,Y,Y,Y,Y,Y,98,90,99,95,96,96,94,100,98,199,98,98,99,26,25,40,38,24,82,201,19,201,20
57503,TRI-CITY HOME CARE,2095 W VISTA WAY # 220,VISTA,CA,92083,7609405800,State/County,9/29/82 0:00,Y,Y,Y,Y,Y,Y,86,91,99,94,72,65,90,98,98,94,92,90,98,40,47,59,55,67,76,201,35,201,22
57505,PALOMAR POMERADO HOME HEALTH,975 SOUTH ANDREASEN DRIVE,ESCONDIDO,CA,92029,7607966833,State/County,10/12/82 0:00,Y,Y,Y,Y,Y,Y,85,75,98,90,66,57,88,97,98,94,88,89,91,50,55,72,60,67,70,201,44,201,26
57511,ADDUS HEALTHCARE,"1800 SUTTER STREET, STE 360",CONCORD,CA,94520,9256714100,Proprietary,11/2/82 0:00,Y,Y,Y,Y,Y,Y,95,70,93,70,37,32,81,88,96,199,93,95,98,43,57,66,63,65,71,201,42,201,26
57517,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","3170 CROW CANYON PLACE, SUITE 270",SAN RAMON,CA,94583,9256590059,Proprietary,3/3/83 0:00,Y,Y,Y,Y,Y,Y,74,83,98,92,76,58,92,95,99,99,95,87,91,44,53,65,55,63,78,201,34,201,27
57524,MAD RIVER COMM HOSP H C SRVS,4605 VALLEY WEST BLVD,ARCATA,CA,95521,7078268420,Proprietary,4/28/83 0:00,Y,Y,Y,Y,Y,Y,90,85,83,97,70,67,85,99,93,95,97,94,100,43,51,63,54,58,88,201,41,201,22
57537,ADVENTIST HEALTH/HOME CARE SERVICES,2650 JONES WAY STE 26,SIMI VALLEY,CA,93065,8059558190,Religious Affiliations,5/20/83 0:00,Y,Y,Y,Y,Y,Y,90,96,79,1,81,77,94,100,87,199,96,96,100,49,67,69,67,68,92,201,55,201,19
57539,SHARP HOME CARE,8080 DAGGET STREET SUITE 200,SAN DIEGO,CA,92111,8585414850,Other,7/14/83 0:00,Y,Y,Y,Y,Y,Y,83,77,99,97,81,73,87,96,96,99,90,91,94,50,57,73,69,73,86,201,49,201,27
57545,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"1836 SIERRA GARDENS DR, STE 130",ROSEVILLE,CA,95661,9167977979,Private,9/22/83 0:00,Y,Y,Y,Y,Y,Y,91,76,99,97,39,37,93,100,97,95,94,98,100,45,57,67,66,69,77,201,45,201,19
57549,STAT HHC,2105 BEVERLY BLVD STE 221,LOS ANGELES,CA,90057,2134832355,Proprietary,9/7/83 0:00,Y,Y,Y,Y,Y,Y,82,96,94,86,82,54,80,90,91,199,61,58,90,52,61,62,71,75,88,201,33,201,35
57564,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","9455 FARNHAM STREET, SUITE A",SAN DIEGO,CA,92123,8007657595,Proprietary,10/27/83 0:00,Y,Y,Y,Y,Y,Y,67,93,99,91,80,80,90,93,96,96,88,75,81,45,48,62,57,73,77,201,48,201,21
57567,PEC HEALTHCARE,10507 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,7146892300,Proprietary,10/6/83 0:00,Y,Y,Y,Y,Y,Y,92,86,100,97,45,42,94,98,98,199,93,97,99,48,62,65,75,62,77,201,45,201,23
57569,INTERIM HEALTHCARE OF THE CENTRAL VALLEY,"1320 E SHAW, STE 110",FRESNO,CA,93710,5592240560,Proprietary,10/6/83 0:00,Y,Y,Y,Y,Y,Y,100,94,99,96,80,83,93,98,98,93,96,96,100,61,59,76,74,72,88,201,50,201,22
57570,SELF-HELP HOME CARE & HOSPICE,407 SANSOME ST SUITE 300,SAN FRANCISCO,CA,94111,4159829171,Private,12/5/83 0:00,Y,Y,Y,Y,Y,Y,100,97,40,91,76,41,97,97,98,100,96,84,100,44,56,71,78,81,85,201,50,201,21
57571,COVENANT CARE AT HOME,1550 FULKERTH ROAD,TURLOCK,CA,95380,2092505200,Religious Affiliations,10/28/83 0:00,Y,Y,Y,N,Y,Y,93,92,72,88,82,77,92,96,97,95,91,97,90,54,60,80,79,78,87,201,54,201,21
57573,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","3636 BIRCH STREET, SUITE 195",NEWPORT BEACH,CA,92660,9492500133,Proprietary,6/22/83 0:00,Y,Y,Y,Y,Y,Y,93,85,94,96,86,46,83,97,98,199,92,91,90,58,71,80,80,83,97,201,54,201,24
57576,ACCREDITED HOME HEALTH SERVICES,9040 TELEGRAPH RD SUITE 204,DOWNEY,CA,90240,5626225900,Proprietary,10/20/83 0:00,Y,Y,Y,Y,Y,Y,83,89,100,100,199,36,199,97,199,199,199,199,100,38,55,63,58,57,199,201,22,201,23
57598,AMEDISYS HOME HEALTH CARE,"7710 BALBOA AVENUE, SUITE 224C",SAN DIEGO,CA,92111,8584300550,Proprietary,9/16/83 0:00,Y,Y,Y,Y,Y,Y,88,55,99,98,47,45,74,100,96,199,88,90,99,50,55,69,66,70,89,201,45,201,30
57600,ST JOSEPH HEALTH SYSTEM HOME HEALTH AGENCY,1845 WEST ORANGEWOOD AVENUE SUITE 200,ORANGE,CA,92868,7147129500,Proprietary,2/24/84 0:00,Y,Y,Y,Y,Y,Y,80,98,99,98,70,58,78,99,98,99,97,99,99,51,57,66,63,65,70,201,41,201,25
57602,SCRIPPS HOME HEALTH CARE SERVICES,9619 CHESAPEAKE DRIVE SUITE 300,SAN DIEGO,CA,92123,8587157300,Private,3/24/84 0:00,Y,Y,Y,Y,Y,Y,88,77,99,99,68,63,87,99,95,99,89,81,97,52,57,74,67,81,79,201,50,201,25
57605,HEARTLAND HOME HEALTH CARE & HOSPICE,"1700 IOWA AVENUE, SUITE 280",RIVERSIDE,CA,92507,9513698054,Proprietary,11/29/83 0:00,Y,Y,Y,Y,Y,Y,89,94,98,99,53,48,98,98,99,95,99,90,96,45,49,65,66,70,87,201,43,201,24
57606,FEATHER RIVER HHA,"6626 CLARK ROAD, STE P",PARADISE,CA,95969,5308723378,Religious Affiliations,1/31/84 0:00,Y,Y,Y,Y,Y,Y,86,84,98,85,56,52,64,96,90,199,76,89,100,48,56,73,63,58,82,201,47,201,20
57609,MERCY HOME CARE,1544 MARKET STREET,REDDING,CA,96001,5302454040,Private,4/4/84 0:00,Y,Y,Y,Y,Y,Y,95,76,99,100,72,74,84,100,99,94,89,90,95,50,58,72,70,82,77,201,50,201,16
57620,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,843 PARALLEL DRIVE,LAKEPORT,CA,95453,7072637400,Private,1/13/84 0:00,Y,Y,Y,Y,Y,Y,82,92,100,99,13,12,95,100,98,100,93,98,100,44,49,58,49,51,65,201,37,201,19
57627,PROVIDENCE HOME CARE,"3413 PACIFIC AVENUE, SUITE 201",BURBANK,CA,91505,8188435111,Religious Affiliations,1/30/84 0:00,Y,Y,Y,Y,Y,Y,86,87,100,100,77,70,87,100,99,100,91,95,100,48,51,65,65,63,87,201,55,201,26
57631,MERCY HOME HEALTH,3400 DATA DRIVE,RANCHO CORDOVA,CA,95670,9162813900,Religious Affiliations,5/21/84 0:00,Y,Y,Y,Y,Y,Y,85,81,94,99,83,78,94,100,99,90,96,98,98,47,54,68,67,67,78,201,43,201,25
57645,ADVENTIST HEALTH - GLENDALE,281 HARVEY DRIVE UNIT A,GLENDALE,CA,91206,8182470820,Religious Affiliations,6/18/84 0:00,Y,Y,Y,Y,Y,Y,91,83,91,62,37,26,94,91,97,199,98,96,97,52,62,70,62,66,77,201,48,201,21
57657,ALTERNATIVE HOME CARE,5805 SEPULVEDA BLVD SUITE 605,VAN NUYS,CA,91411,8189025000,Proprietary,10/4/84 0:00,Y,Y,Y,Y,Y,Y,92,80,99,98,92,93,96,99,96,199,100,96,96,52,61,71,77,64,87,201,49,201,24
57659,ST. JOSEPH HOME CARE - QUEEN OF THE VALLEY,2700 NAPA VALLEY CORPORATE DRIVE  STE C,NAPA,CA,94558,7072574124,Religious Affiliations,9/4/84 0:00,Y,Y,Y,Y,Y,Y,68,84,97,97,84,81,90,99,95,95,95,98,98,34,48,64,49,59,70,201,34,201,25
57661,ENLOE MEDICAL CENTER HOME HEALTH AGENCY,1390 E LASSEN AVE,CHICO,CA,95973,5303323161,Private,9/17/84 0:00,Y,Y,Y,Y,Y,Y,94,94,94,99,66,66,93,99,98,98,95,91,98,45,51,64,58,57,70,201,31,201,19
57663,MADERA COMM HOSP HHA,360 E ALMOND AVE STE 101,MADERA,CA,93637,5596752000,Other,10/9/84 0:00,Y,Y,N,Y,Y,Y,87,95,99,96,72,69,98,99,100,199,99,100,98,48,57,75,74,75,66,201,54,201,13
57678,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC",1455 SOUTH  AUTO CENTER DRIVE,ONTARIO,CA,91761,9096057000,Proprietary,9/10/84 0:00,Y,Y,Y,Y,Y,Y,86,73,87,64,62,54,69,90,93,100,79,72,74,50,62,68,62,72,85,201,54,201,30
57679,BUTTE HOME HEALTH AND HOSPICE,10 CONSTITUTION DRIVE,CHICO,CA,95973,5308950462,Private,1/22/85 0:00,Y,Y,Y,Y,Y,Y,96,97,100,100,83,75,97,100,100,199,98,100,100,57,65,79,88,76,94,201,52,201,20
57690,INTERIM HEALTHCARE,2850 E FOOTHIL BLVD,PASADENA,CA,91107,6262299040,Proprietary,12/27/84 0:00,Y,Y,Y,Y,Y,Y,88,87,99,93,67,53,94,96,98,199,97,94,100,39,47,59,48,50,85,201,33,201,25
57695,VNA OF THE CENTRAL VALLEY,"1316 CELESTE DRIVE, SUITE 140",MODESTO,CA,95355,2095711055,Private,6/17/85 0:00,Y,Y,Y,Y,Y,Y,79,91,98,77,80,77,75,98,92,99,86,88,97,50,59,71,71,73,86,201,47,201,23
57699,DAMERON HOSPITAL HOME HEALTH AGENCY,"420 W ACACIA STREET,  SUITE 14",STOCKTON,CA,95203,2094613103,Private,8/9/85 0:00,Y,Y,Y,Y,Y,Y,89,97,96,94,91,81,100,100,98,199,100,97,97,48,65,64,79,63,84,201,48,201,22
57704,MERCY-MEMORIAL HOME HEALTH,"1600 D STREET, SUITE 202",BAKERSFIELD,CA,93301,6616325050,Religious Affiliations,5/23/85 0:00,Y,Y,Y,Y,Y,Y,90,81,98,96,79,85,87,98,98,97,95,91,80,57,63,74,64,71,86,201,52,201,32
57706,ARROWHEAD REGIONAL MED CTR HHA,400 N PEPPER AVENUE,COLTON,CA,92324,9095800050,State/County,7/22/85 0:00,Y,Y,Y,Y,Y,Y,76,72,97,51,40,40,88,84,90,199,83,84,84,31,55,61,74,48,77,201,32,201,31
57708,SISKIYOU HH SRVS,1833 S OREGON ST STE A,YREKA,CA,96097,5308427325,Private,9/1/85 0:00,Y,Y,Y,Y,Y,Y,96,99,100,100,65,69,98,100,97,100,95,94,99,57,63,79,84,81,75,201,55,201,17
57710,ST HELENA HOSP HOME CARE SERVICES IN LAKE COUNTY,PO BOX 532,LOWER LAKE,CA,95457,7079940737,Religious Affiliations,9/20/85 0:00,Y,Y,Y,Y,Y,Y,94,92,98,52,45,29,96,98,95,199,100,100,98,52,62,74,50,62,87,201,57,201,19
57713,TRINITY HOME HEALTH SERVICES,60 EASTER AVENUE,WEAVERVILLE,CA,96093,5306236700,Combination GOVT & Voluntary,6/21/85 0:00,Y,Y,N,Y,Y,Y,65,84,100,100,75,73,199,100,100,199,199,199,100,44,66,65,66,59,90,201,48,201,26
57734,"USA HOME HEALTH, INC","1415 E COLORADO STREET, SUITE 206",GLENDALE,CA,91205,8182445112,Proprietary,3/27/86 0:00,Y,Y,Y,Y,Y,Y,85,97,100,89,56,33,199,98,97,199,88,100,76,35,38,49,56,35,199,201,31,201,28
57736,CITRUS VALLEY HOME HEALTH,820 N PHILLIPS AVE,WEST COVINA,CA,91791,6268592266,Private,2/26/86 0:00,Y,Y,Y,Y,Y,Y,82,87,99,93,71,63,87,99,97,100,91,82,96,48,59,62,65,75,74,201,45,201,28
57742,AMERICADE HOME HEALTH AGENCY,"111 W BEVERLY BLVD, SUITE 224",MONTEBELLO,CA,90640,3232781283,Proprietary,4/25/86 0:00,Y,Y,Y,Y,Y,Y,73,96,100,89,96,91,199,100,96,199,95,100,89,199,199,199,199,199,199,201,199,201,64
57746,MENDOCINO COAST DIST HOSP HOME HEALTH SERVS,700 RIVER DRIVE,FORT BRAGG,CA,95437,7079611234,Local,7/2/86 0:00,Y,Y,Y,Y,Y,Y,84,95,99,87,60,57,66,95,94,199,79,97,98,39,49,65,62,64,88,201,41,201,22
57751,COMMUNITY HOME HEALTH INC,360 S HOPE AVE STE C-200,SANTA BARBARA,CA,93105,8058983444,Private,6/18/86 0:00,Y,Y,Y,Y,Y,Y,98,93,99,98,85,87,95,96,96,199,98,100,99,38,52,61,42,61,74,201,32,201,27
57753,BETTER HEALTH HOME CARE,"1661 HANOVER RD., SUITE 221B",CITY OF INDUSTRY,CA,91748,6265813182,Proprietary,5/22/86 0:00,Y,Y,Y,Y,Y,Y,99,100,100,99,98,24,199,100,100,100,100,100,93,30,25,52,51,40,199,201,16,201,41
57755,SIERRA NEVADA HOME CARE,"1020 MCCOURTNEY ROAD, STE A",GRASS VALLEY,CA,95949,5302746350,Religious Affiliations,8/25/86 0:00,Y,Y,Y,Y,Y,Y,88,86,11,41,73,79,54,97,75,98,66,36,99,53,55,75,61,68,87,201,45,201,23
57756,COLUSA REGIONAL MEDICAL CENTER,199 E WEBSTER ST,COLUSA,CA,95932,5304582075,Private,10/10/86 0:00,Y,Y,Y,Y,Y,N,85,36,199,96,199,85,199,100,24,199,199,199,100,38,64,57,56,53,100,201,30,201,30
57761,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","2550 HOLLYWOOD WAY, SUITE 200",BURBANK,CA,91505,8184809300,Proprietary,11/24/86 0:00,Y,Y,Y,Y,Y,Y,94,78,92,90,58,40,78,97,96,92,97,87,88,49,59,67,60,65,73,201,46,201,26
